MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957515,37.7932825,0.2350000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-1.7400000
MsgID.LOCAL_POSITION,68.0980000,0.1155287,0.0389128,-0.2402634
MsgID.LOCAL_VELOCITY,68.0980000,0.0006964,-0.0020269,-1.7712262
MsgID.GLOBAL_POSITION,0.0000000,-122.3957512,37.7932829,0.9110000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-3.7000000
MsgID.LOCAL_POSITION,68.3490000,0.1475494,0.0600848,-0.9283682
MsgID.LOCAL_VELOCITY,68.3490000,-0.0047262,-0.0046639,-3.7316892
MsgID.GLOBAL_POSITION,0.0000000,-122.3957498,37.7932813,1.9520000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0100000,0.0000000,-4.4500000
MsgID.LOCAL_POSITION,68.5990000,-0.0196616,0.1889177,-1.9526752
MsgID.LOCAL_VELOCITY,68.5990000,-0.0113296,-0.0069958,-4.4598160
MsgID.GLOBAL_POSITION,0.0000000,-122.3957511,37.7932804,3.0400000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.0100000,-3.5500000
MsgID.LOCAL_POSITION,68.8490000,-0.1254507,0.0691083,-3.0511668
MsgID.LOCAL_VELOCITY,68.8490000,-0.0046778,-0.0131587,-3.5202603
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957515,37.7932817,3.6110000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.0100000,-0.9600000
MsgID.LOCAL_POSITION,69.0990000,0.0202688,0.0406513,-3.6130068
MsgID.LOCAL_VELOCITY,69.0990000,-0.0043977,-0.0123708,-0.9598405
MsgID.GLOBAL_POSITION,0.0000000,-122.3957510,37.7932830,3.5740000
MsgID.LOCAL_VELOCITY,0.0000000,0.0300000,-0.0100000,1.1600000
MsgID.LOCAL_POSITION,69.3490000,0.1677668,0.0800048,-3.5743494
MsgID.LOCAL_VELOCITY,69.3490000,0.0368362,-0.0115941,1.1653332
MsgID.GLOBAL_POSITION,0.0000000,-122.3957503,37.7932839,3.1920000
MsgID.LOCAL_VELOCITY,0.0000000,0.8300000,-0.0100000,1.8300000
MsgID.LOCAL_POSITION,69.5990000,0.2660083,0.1450007,-3.1849923
MsgID.LOCAL_VELOCITY,69.5990000,0.8568975,-0.0134156,1.8416872
MsgID.GLOBAL_POSITION,0.0000000,-122.3957495,37.7932870,2.8640000
MsgID.LOCAL_VELOCITY,0.0000000,2.9300000,-0.0300000,0.5100000
MsgID.LOCAL_POSITION,69.8490000,0.6128868,0.2166090,-2.8628032
MsgID.LOCAL_VELOCITY,69.8490000,2.9663048,-0.0331869,0.4888134
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957503,37.7932953,2.9110000
MsgID.LOCAL_VELOCITY,0.0000000,4.6700000,-0.0600000,-0.6400000
MsgID.LOCAL_POSITION,70.0990000,1.5305620,0.1450214,-2.9114821
MsgID.LOCAL_VELOCITY,70.0990000,4.6717553,-0.0608415,-0.6455465
MsgID.GLOBAL_POSITION,0.0000000,-122.3957507,37.7933066,3.0100000
MsgID.LOCAL_VELOCITY,0.0000000,5.4600000,-0.0600000,-0.2100000
MsgID.LOCAL_POSITION,70.3490000,2.7953680,0.1094242,-3.0109317
MsgID.LOCAL_VELOCITY,70.3490000,5.4649868,-0.0689808,-0.2066059
MsgID.GLOBAL_POSITION,0.0000000,-122.3957533,37.7933184,2.9870000
MsgID.LOCAL_VELOCITY,0.0000000,6.3000000,-0.0600000,0.0300000
MsgID.LOCAL_POSITION,70.5990000,4.1258063,-0.1285388,-2.9864862
MsgID.LOCAL_VELOCITY,70.5990000,6.3175497,-0.0628965,0.0338390
MsgID.GLOBAL_POSITION,0.0000000,-122.3957527,37.7933344,2.9590000
MsgID.LOCAL_VELOCITY,0.0000000,7.3100000,0.0000000,-0.1300000
MsgID.LOCAL_POSITION,70.8490000,5.8946514,-0.0689653,-2.9595666
MsgID.LOCAL_VELOCITY,70.8490000,7.3182611,0.0028231,-0.1303924
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957521,37.7933532,2.9710000
MsgID.LOCAL_VELOCITY,0.0000000,8.1800000,0.0400000,-0.2100000
MsgID.LOCAL_POSITION,71.0990000,7.9837284,-0.0131481,-2.9721763
MsgID.LOCAL_VELOCITY,71.0990000,8.1905212,0.0414772,-0.2156699
MsgID.GLOBAL_POSITION,0.0000000,-122.3957525,37.7933720,2.9800000
MsgID.LOCAL_VELOCITY,0.0000000,8.6000000,0.0300000,-0.0900000
MsgID.LOCAL_POSITION,71.3490000,10.0494709,-0.0491799,-2.9802878
MsgID.LOCAL_VELOCITY,71.3490000,8.6035843,0.0339853,-0.0900327
MsgID.GLOBAL_POSITION,0.0000000,-122.3957520,37.7933914,2.9800000
MsgID.LOCAL_VELOCITY,0.0000000,8.4800000,0.0500000,-0.0600000
MsgID.LOCAL_POSITION,71.5990000,12.2063541,-0.0090399,-2.9805572
MsgID.LOCAL_VELOCITY,71.5990000,8.4868126,0.0534173,-0.0651015
MsgID.GLOBAL_POSITION,0.0000000,-122.3957502,37.7934091,2.9860000
MsgID.LOCAL_VELOCITY,0.0000000,6.9700000,0.0300000,-0.0300000
MsgID.LOCAL_POSITION,71.8500000,14.1720762,0.1512302,-2.9864192
MsgID.LOCAL_VELOCITY,71.8500000,6.9745951,0.0349557,-0.0397011
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957501,37.7934224,2.9940000
MsgID.LOCAL_VELOCITY,0.0000000,5.1100000,-0.0200000,0.0100000
MsgID.LOCAL_POSITION,72.1000000,15.6620941,0.1575735,-2.9947016
MsgID.LOCAL_VELOCITY,72.1000000,5.1083345,-0.0218434,0.0186999
MsgID.GLOBAL_POSITION,0.0000000,-122.3957519,37.7934308,2.9950000
MsgID.LOCAL_VELOCITY,0.0000000,3.5300000,-0.0500000,0.0700000
MsgID.LOCAL_POSITION,72.3500000,16.5928535,-0.0026966,-2.9958701
MsgID.LOCAL_VELOCITY,72.3500000,3.5276568,-0.0528962,0.0742959
MsgID.GLOBAL_POSITION,0.0000000,-122.3957500,37.7934378,2.9950000
MsgID.LOCAL_VELOCITY,0.0000000,2.3700000,0.5500000,0.0600000
MsgID.LOCAL_POSITION,72.6000000,17.3711205,0.1745339,-2.9957042
MsgID.LOCAL_VELOCITY,72.6000000,2.3685899,0.5672577,0.0628751
MsgID.GLOBAL_POSITION,0.0000000,-122.3957487,37.7934427,2.9950000
MsgID.LOCAL_VELOCITY,0.0000000,1.7400000,1.6600000,0.0600000
MsgID.LOCAL_POSITION,72.8500000,17.9105053,0.2865409,-2.9949999
MsgID.LOCAL_VELOCITY,72.8500000,1.7388157,1.6757249,0.0660753
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957431,37.7934468,2.9910000
MsgID.LOCAL_VELOCITY,0.0000000,1.0400000,2.6900000,0.0400000
MsgID.LOCAL_POSITION,73.1000000,18.3740120,0.7867641,-2.9911466
MsgID.LOCAL_VELOCITY,73.1000000,1.0403336,2.7025094,0.0464123
MsgID.GLOBAL_POSITION,0.0000000,-122.3957314,37.7934495,2.9870000
MsgID.LOCAL_VELOCITY,0.0000000,0.2700000,3.6400000,-0.0100000
MsgID.LOCAL_POSITION,73.3500000,18.6702175,1.8226317,-2.9877181
MsgID.LOCAL_VELOCITY,73.3500000,0.2753987,3.6476490,-0.0104359
MsgID.GLOBAL_POSITION,0.0000000,-122.3957205,37.7934487,2.9890000
MsgID.LOCAL_VELOCITY,0.0000000,-0.4900000,4.4400000,-0.0100000
MsgID.LOCAL_POSITION,73.6000000,18.5810814,2.7932861,-2.9898155
MsgID.LOCAL_VELOCITY,73.6000000,-0.4943318,4.4481511,-0.0183598
MsgID.GLOBAL_POSITION,0.0000000,-122.3957089,37.7934467,2.9880000
MsgID.LOCAL_VELOCITY,0.0000000,-1.3000000,5.1800000,-0.0300000
MsgID.LOCAL_POSITION,73.8500000,18.3545570,3.8284192,-2.9880586
MsgID.LOCAL_VELOCITY,73.8500000,-1.3081169,5.1919370,-0.0368146
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3956930,37.7934412,2.9890000
MsgID.LOCAL_VELOCITY,0.0000000,-2.0600000,5.8000000,0.0000000
MsgID.LOCAL_POSITION,74.1000000,17.7331276,5.2457666,-2.9894004
MsgID.LOCAL_VELOCITY,74.1000000,-2.0680721,5.8106527,-0.0056678
MsgID.GLOBAL_POSITION,0.0000000,-122.3956754,37.7934359,2.9930000
MsgID.LOCAL_VELOCITY,0.0000000,-2.8300000,6.3400000,0.0000000
MsgID.LOCAL_POSITION,74.3500000,17.1559601,6.8136463,-2.9938889
MsgID.LOCAL_VELOCITY,74.3500000,-2.8461411,6.3457212,0.0054435
MsgID.GLOBAL_POSITION,0.0000000,-122.3956598,37.7934306,2.9980000
MsgID.LOCAL_VELOCITY,0.0000000,-3.3900000,6.0100000,0.0400000
MsgID.LOCAL_POSITION,74.6010000,16.5531158,8.2050104,-2.9981313
MsgID.LOCAL_VELOCITY,74.6010000,-3.3985105,6.0019102,0.0474699
MsgID.GLOBAL_POSITION,0.0000000,-122.3956447,37.7934218,3.0080000
MsgID.LOCAL_VELOCITY,0.0000000,-3.1100000,4.6300000,0.1100000
MsgID.LOCAL_POSITION,74.8510000,15.5847940,9.5387974,-3.0082467
MsgID.LOCAL_VELOCITY,74.8510000,-3.1093543,4.6197844,0.1151285
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3956326,37.7934161,3.0100000
MsgID.LOCAL_VELOCITY,0.0000000,-2.2800000,3.2200000,0.1600000
MsgID.LOCAL_POSITION,75.1010000,14.9526148,10.6140184,-3.0102766
MsgID.LOCAL_VELOCITY,75.1010000,-2.2719324,3.2055337,0.1668917
MsgID.GLOBAL_POSITION,0.0000000,-122.3956230,37.7934118,3.0120000
MsgID.LOCAL_VELOCITY,0.0000000,-1.7900000,2.1100000,0.1900000
MsgID.LOCAL_POSITION,75.3510000,14.4804344,11.4553432,-3.0124114
MsgID.LOCAL_VELOCITY,75.3510000,-1.7975106,2.1153319,0.1923231
MsgID.GLOBAL_POSITION,0.0000000,-122.3956177,37.7934065,3.0110000
MsgID.LOCAL_VELOCITY,0.0000000,-2.8500000,1.5100000,0.1900000
MsgID.LOCAL_POSITION,75.6010000,13.8837357,11.9304619,-3.0113442
MsgID.LOCAL_VELOCITY,75.6010000,-2.8541360,1.5174558,0.1923650
MsgID.GLOBAL_POSITION,0.0000000,-122.3956153,37.7933984,3.0080000
MsgID.LOCAL_VELOCITY,0.0000000,-3.9900000,0.9200000,0.1800000
MsgID.LOCAL_POSITION,75.8510000,12.9731226,12.1428967,-3.0085590
MsgID.LOCAL_VELOCITY,75.8510000,-4.0044904,0.9144164,0.1826713
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3956148,37.7933879,3.0010000
MsgID.LOCAL_VELOCITY,0.0000000,-4.9000000,0.3300000,0.1300000
MsgID.LOCAL_POSITION,76.1010000,11.8112144,12.1895351,-3.0010188
MsgID.LOCAL_VELOCITY,76.1010000,-4.9127097,0.3277897,0.1366222
MsgID.GLOBAL_POSITION,0.0000000,-122.3956148,37.7933751,2.9940000
MsgID.LOCAL_VELOCITY,0.0000000,-5.8200000,-0.2500000,0.0500000
MsgID.LOCAL_POSITION,76.3510000,10.4037485,12.1866999,-2.9945469
MsgID.LOCAL_VELOCITY,76.3510000,-5.8233237,-0.2538138,0.0570338
MsgID.GLOBAL_POSITION,0.0000000,-122.3956172,37.7933630,2.9870000
MsgID.LOCAL_VELOCITY,0.0000000,-6.6700000,-0.8000000,-0.0100000
MsgID.LOCAL_POSITION,76.6010000,9.0515337,11.9731998,-2.9874597
MsgID.LOCAL_VELOCITY,76.6010000,-6.6728520,-0.8096812,-0.0141138
MsgID.GLOBAL_POSITION,0.0000000,-122.3956198,37.7933476,2.9730000
MsgID.LOCAL_VELOCITY,0.0000000,-7.4800000,-1.3000000,-0.1000000
MsgID.LOCAL_POSITION,76.8510000,7.3232660,11.7371407,-2.9730852
MsgID.LOCAL_VELOCITY,76.8510000,-7.4986429,-1.3137913,-0.1088696
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3956226,37.7933297,2.9660000
MsgID.LOCAL_VELOCITY,0.0000000,-8.1900000,-1.7600000,-0.2000000
MsgID.LOCAL_POSITION,77.1010000,5.3322754,11.4865217,-2.9660177
MsgID.LOCAL_VELOCITY,77.1010000,-8.1958065,-1.7715329,-0.2075294
MsgID.GLOBAL_POSITION,0.0000000,-122.3956285,37.7933095,2.9660000
MsgID.LOCAL_VELOCITY,0.0000000,-8.3500000,-2.0800000,-0.2400000
MsgID.LOCAL_POSITION,77.3520000,3.0987589,10.9630566,-2.9666672
MsgID.LOCAL_VELOCITY,77.3520000,-8.3563671,-2.0835340,-0.2423014
MsgID.GLOBAL_POSITION,0.0000000,-122.3956343,37.7932923,2.9680000
MsgID.LOCAL_VELOCITY,0.0000000,-7.1400000,-1.9300000,-0.2200000
MsgID.LOCAL_POSITION,77.6020000,1.1837806,10.4497232,-2.9687431
MsgID.LOCAL_VELOCITY,77.6020000,-7.1248178,-1.9325831,-0.2265451
MsgID.GLOBAL_POSITION,0.0000000,-122.3956388,37.7932779,2.9770000
MsgID.LOCAL_VELOCITY,0.0000000,-5.2400000,-1.5200000,-0.2000000
MsgID.LOCAL_POSITION,77.8520000,-0.4159002,10.0478268,-2.9779503
MsgID.LOCAL_VELOCITY,77.8520000,-5.2254505,-1.5155858,-0.2062865
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3956434,37.7932678,2.9900000
MsgID.LOCAL_VELOCITY,0.0000000,-3.7000000,-1.1000000,-0.1200000
MsgID.LOCAL_POSITION,78.1020000,-1.5205705,9.6472445,-2.9908335
MsgID.LOCAL_VELOCITY,78.1020000,-3.7010491,-1.1006331,-0.1203646
MsgID.GLOBAL_POSITION,0.0000000,-122.3956472,37.7932613,2.9930000
MsgID.LOCAL_VELOCITY,0.0000000,-2.3600000,-0.8700000,0.0100000
MsgID.LOCAL_POSITION,78.3520000,-2.2438712,9.3106441,-2.9935932
MsgID.LOCAL_VELOCITY,78.3520000,-2.3640628,-0.8738033,0.0179529
MsgID.GLOBAL_POSITION,0.0000000,-122.3956497,37.7932570,2.9990000
MsgID.LOCAL_VELOCITY,0.0000000,-1.5600000,-1.7800000,0.0100000
MsgID.LOCAL_POSITION,78.6020000,-2.7239611,9.0806074,-2.9999044
MsgID.LOCAL_VELOCITY,78.6020000,-1.5682065,-1.7876655,0.0121162
MsgID.GLOBAL_POSITION,0.0000000,-122.3956549,37.7932541,3.0060000
MsgID.LOCAL_VELOCITY,0.0000000,-0.9400000,-2.7700000,0.1000000
MsgID.LOCAL_POSITION,78.8520000,-3.0439346,8.6202660,-3.0061545
MsgID.LOCAL_VELOCITY,78.8520000,-0.9431283,-2.7835369,0.1071873
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3956645,37.7932528,3.0110000
MsgID.LOCAL_VELOCITY,0.0000000,-0.2300000,-3.6900000,0.1200000
MsgID.LOCAL_POSITION,79.1020000,-3.1885417,7.7647223,-3.0115712
MsgID.LOCAL_VELOCITY,79.1020000,-0.2370139,-3.6944060,0.1200536
MsgID.GLOBAL_POSITION,0.0000000,-122.3956779,37.7932534,3.0140000
MsgID.LOCAL_VELOCITY,0.0000000,0.4900000,-4.5100000,0.1600000
MsgID.LOCAL_POSITION,79.3520000,-3.1193264,6.5634418,-3.0149858
MsgID.LOCAL_VELOCITY,79.3520000,0.4968773,-4.5223670,0.1645826
MsgID.GLOBAL_POSITION,0.0000000,-122.3956903,37.7932544,3.0120000
MsgID.LOCAL_VELOCITY,0.0000000,1.2400000,-5.2300000,0.1700000
MsgID.LOCAL_POSITION,79.6020000,-3.0133951,5.4794455,-3.0124598
MsgID.LOCAL_VELOCITY,79.6020000,1.2459742,-5.2370224,0.1743519
MsgID.GLOBAL_POSITION,0.0000000,-122.3957056,37.7932571,3.0040000
MsgID.LOCAL_VELOCITY,0.0000000,2.0600000,-5.8400000,0.1600000
MsgID.LOCAL_POSITION,79.8520000,-2.7068803,4.0949841,-3.0046821
MsgID.LOCAL_VELOCITY,79.8520000,2.0758684,-5.8518314,0.1683107
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957227,37.7932635,3.0010000
MsgID.LOCAL_VELOCITY,0.0000000,2.9900000,-6.1700000,0.0900000
MsgID.LOCAL_POSITION,80.1030000,-1.9961848,2.5981536,-3.0012319
MsgID.LOCAL_VELOCITY,80.1030000,2.9906621,-6.1797919,0.0956461
MsgID.GLOBAL_POSITION,0.0000000,-122.3957408,37.7932722,2.9970000
MsgID.LOCAL_VELOCITY,0.0000000,3.3900000,-5.3400000,0.0600000
MsgID.LOCAL_POSITION,80.3530000,-1.0288780,0.9830866,-2.9976811
MsgID.LOCAL_VELOCITY,80.3530000,3.3990023,-5.3405795,0.0625976
MsgID.GLOBAL_POSITION,0.0000000,-122.3957540,37.7932803,2.9880000
MsgID.LOCAL_VELOCITY,0.0000000,2.7000000,-3.8200000,0.0100000
MsgID.LOCAL_POSITION,80.6030000,-0.1353396,-0.1891472,-2.9887247
MsgID.LOCAL_VELOCITY,80.6030000,2.7054358,-3.8272831,0.0178021
MsgID.GLOBAL_POSITION,0.0000000,-122.3957609,37.7932839,2.9830000
MsgID.LOCAL_VELOCITY,0.0000000,1.7900000,-2.4800000,-0.0400000
MsgID.LOCAL_POSITION,80.8530000,0.2741445,-0.8076689,-2.9837413
MsgID.LOCAL_VELOCITY,80.8530000,1.7825315,-2.4678175,-0.0432675
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957666,37.7932859,2.9790000
MsgID.LOCAL_VELOCITY,0.0000000,1.0500000,-1.1800000,-0.0900000
MsgID.LOCAL_POSITION,81.1030000,0.4873718,-1.3106033,-2.9793842
MsgID.LOCAL_VELOCITY,81.1030000,1.0530688,-1.1717361,-0.0996510
MsgID.GLOBAL_POSITION,0.0000000,-122.3957689,37.7932882,2.9850000
MsgID.LOCAL_VELOCITY,0.0000000,0.4000000,0.0800000,-0.1300000
MsgID.LOCAL_POSITION,81.3530000,0.7438475,-1.5124518,-2.9856811
MsgID.LOCAL_VELOCITY,81.3530000,0.4066063,0.0824341,-0.1387663
MsgID.GLOBAL_POSITION,0.0000000,-122.3957679,37.7932901,2.9880000
MsgID.LOCAL_VELOCITY,0.0000000,-0.2500000,1.1500000,-0.1100000
MsgID.LOCAL_POSITION,81.6030000,0.9490163,-1.4192472,-2.9886737
MsgID.LOCAL_VELOCITY,81.6030000,-0.2668316,1.1600152,-0.1086733
MsgID.GLOBAL_POSITION,0.0000000,-122.3957612,37.7932874,2.9870000
MsgID.LOCAL_VELOCITY,0.0000000,-0.9600000,1.8400000,-0.0400000
MsgID.LOCAL_POSITION,81.8530000,0.6556500,-0.8285202,-2.9872699
MsgID.LOCAL_VELOCITY,81.8530000,-0.9697030,1.8475028,-0.0437318
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957552,37.7932858,2.9830000
MsgID.LOCAL_VELOCITY,0.0000000,-1.1600000,1.6800000,-0.0500000
MsgID.LOCAL_POSITION,82.1030000,0.4801153,-0.2866980,-2.9838142
MsgID.LOCAL_VELOCITY,82.1030000,-1.1659513,1.6835593,-0.0554251
MsgID.GLOBAL_POSITION,0.0000000,-122.3957537,37.7932841,2.9890000
MsgID.LOCAL_VELOCITY,0.0000000,-0.9000000,1.0500000,-0.0700000
MsgID.LOCAL_POSITION,82.3530000,0.2798229,-0.1607315,-2.9894261
MsgID.LOCAL_VELOCITY,82.3530000,-0.8991603,1.0433921,-0.0742917
MsgID.GLOBAL_POSITION,0.0000000,-122.3957504,37.7932817,2.9850000
MsgID.LOCAL_VELOCITY,0.0000000,-0.4300000,0.5000000,-0.0500000
MsgID.LOCAL_POSITION,82.6030000,0.0203528,0.1328831,-2.9856462
MsgID.LOCAL_VELOCITY,82.6030000,-0.4349263,0.5013992,-0.0533318
MsgID.GLOBAL_POSITION,0.0000000,-122.3957503,37.7932800,2.9840000
MsgID.LOCAL_VELOCITY,0.0000000,-0.1600000,0.2000000,-0.0800000
MsgID.LOCAL_POSITION,82.8530000,-0.1659762,0.1418238,-2.9843309
MsgID.LOCAL_VELOCITY,82.8530000,-0.1639597,0.2048010,-0.0806331
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957498,37.7932789,2.8670000
MsgID.LOCAL_VELOCITY,0.0000000,-0.1000000,0.1200000,1.1300000
MsgID.LOCAL_POSITION,83.1040000,-0.2938906,0.1889073,-2.8672400
MsgID.LOCAL_VELOCITY,83.1040000,-0.1092962,0.1286973,1.1369028
MsgID.GLOBAL_POSITION,0.0000000,-122.3957489,37.7932800,2.4820000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0600000,0.0700000,1.7200000
MsgID.LOCAL_POSITION,83.3540000,-0.1680264,0.2692597,-2.4767220
MsgID.LOCAL_VELOCITY,83.3540000,-0.0683538,0.0729922,1.7329198
MsgID.GLOBAL_POSITION,0.0000000,-122.3957492,37.7932789,1.9970000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0300000,0.0200000,1.9300000
MsgID.LOCAL_POSITION,83.6040000,-0.2928105,0.2446728,-1.9938397
MsgID.LOCAL_VELOCITY,83.6040000,-0.0370598,0.0274369,1.9342991
MsgID.GLOBAL_POSITION,0.0000000,-122.3957478,37.7932796,1.4970000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0100000,0.0000000,1.9600000
MsgID.LOCAL_POSITION,83.8540000,-0.2159700,0.3624850,-1.4956244
MsgID.LOCAL_VELOCITY,83.8540000,-0.0167902,0.0012476,1.9605038
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
