time, Quad.Pos.Y, Quad.Est.Y, Quad.Vel.Y, Quad.Est.VY
2.989966,-0.085173,-0.019919,0.070802,-0.090502
2.994965,-0.084810,-0.020461,0.073919,-0.087894
2.999965,-0.084430,-0.020552,0.077138,-0.080621
3.004965,-0.084034,-0.001519,0.080677,-0.059268
3.009964,-0.083620,-0.001755,0.084493,-0.057291
3.014964,-0.083185,-0.002091,0.088582,-0.053806
3.019964,-0.082730,-0.002569,0.092680,-0.043772
3.024963,-0.082254,-0.002829,0.096750,-0.038845
3.029963,-0.081758,-0.002779,0.100738,-0.046441
3.034962,-0.081243,-0.003055,0.104609,-0.045590
3.039962,-0.080709,-0.003267,0.108321,-0.041730
3.044962,-0.080156,-0.003513,0.111899,-0.038867
3.049961,-0.079587,-0.003669,0.115288,-0.037348
3.054961,-0.079000,-0.003889,0.118538,-0.036513
3.059961,-0.078398,-0.004128,0.121732,-0.039039
3.064960,-0.077780,-0.004358,0.124875,-0.037518
3.069960,-0.077146,-0.004451,0.128054,-0.037046
3.074960,-0.076496,-0.004678,0.131194,-0.037839
3.079959,-0.075831,-0.004798,0.134367,-0.036258
3.084959,-0.075150,-0.005017,0.137518,-0.037868
3.089958,-0.074453,-0.004982,0.140642,-0.031497
3.094958,-0.073740,-0.005170,0.143762,-0.031447
